Biome,Taxon,TPLName,Family,Reference,Year,Country,Population,Latitude,Longitude,Dry_storage,Setting,Sterilization,Nutrients,Substrate,Container_type,Container_size,Container_number,Number_per_container,Incubation_days,Scarification,Stratification_days,Stratification_temperature,Stratification_type,Stratification,Light,Photoperiod,Alternating,Tdif,Tmax,Tmin,Tmean,Temperature,Germinated,Number_seeds
TBMF,Pinus sylvestris,Pinus sylvestris,Pinaceae,"Ahola, V. and K. Leinonen (1999). ""Responses of Betula pendula, Picea abies, and Pinus sylvestris seeds to red/far-red ratios as affected by moist chilling and germination temperature."" Canadian Journal of Forest Research 29(11): 1709-1717.",1993,Finland,"Seed orchard No. 249, Metsäväärä, Finland",61.56666666666667,26.3,Y,Incubator,,,Filter paper,Petri,5.5 cm,1,50,37,N,0,None,None,N,Y,24,N,0,13,13,13,15,48,50
TBMF,Betula pendula,Betula pendula,Betulaceae,"Ahola, V. and K. Leinonen (1999). ""Responses of Betula pendula, Picea abies, and Pinus sylvestris seeds to red/far-red ratios as affected by moist chilling and germination temperature."" Canadian Journal of Forest Research 29(11): 1709-1717.",1993,Finland,"Seed orchard No. 379, Patama, Finland",62.75,25.633333333333333,Y,Incubator,,,Filter paper,Petri,5.5 cm,1,50,37,N,22,3,Cold,Y,Y,24,N,0,20,20,20,20,50,50
TBMF,Picea abies,Picea abies,Pinaceae,"Ahola, V. and K. Leinonen (1999). ""Responses of Betula pendula, Picea abies, and Pinus sylvestris seeds to red/far-red ratios as affected by moist chilling and germination temperature."" Canadian Journal of Forest Research 29(11): 1709-1717.",1993,Finland,"Seed orchard No. 172, Palvaanjärvi, Finland",60.85,27.483333333333334,Y,Incubator,,,Filter paper,Petri,5.5 cm,1,50,37,N,22,3,Cold,Y,Y,24,N,0,13,13,13,15,48,50
TBMF,Pinus sylvestris,Pinus sylvestris,Pinaceae,"Ahola, V. and K. Leinonen (1999). ""Responses of Betula pendula, Picea abies, and Pinus sylvestris seeds to red/far-red ratios as affected by moist chilling and germination temperature."" Canadian Journal of Forest Research 29(11): 1709-1717.",1993,Finland,"Seed orchard No. 249, Metsäväärä, Finland",61.56666666666667,26.3,Y,Incubator,,,Filter paper,Petri,5.5 cm,1,50,37,N,22,3,Cold,Y,Y,24,N,0,20,20,20,20,48,50
TBMF,Pinus sylvestris,Pinus sylvestris,Pinaceae,"Ahola, V. and K. Leinonen (1999). ""Responses of Betula pendula, Picea abies, and Pinus sylvestris seeds to red/far-red ratios as affected by moist chilling and germination temperature."" Canadian Journal of Forest Research 29(11): 1709-1717.",1993,Finland,"Seed orchard No. 249, Metsäväärä, Finland",61.56666666666667,26.3,Y,Incubator,,,Filter paper,Petri,5.5 cm,1,50,37,N,0,None,None,N,Y,24,N,0,10,10,10,10,48,50
TBMF,Pinus sylvestris,Pinus sylvestris,Pinaceae,"Ahola, V. and K. Leinonen (1999). ""Responses of Betula pendula, Picea abies, and Pinus sylvestris seeds to red/far-red ratios as affected by moist chilling and germination temperature."" Canadian Journal of Forest Research 29(11): 1709-1717.",1993,Finland,"Seed orchard No. 249, Metsäväärä, Finland",61.56666666666667,26.3,Y,Incubator,,,Filter paper,Petri,5.5 cm,1,50,37,N,0,None,None,N,Y,24,N,0,16,16,16,15,48,50
TBMF,Pinus sylvestris,Pinus sylvestris,Pinaceae,"Ahola, V. and K. Leinonen (1999). ""Responses of Betula pendula, Picea abies, and Pinus sylvestris seeds to red/far-red ratios as affected by moist chilling and germination temperature."" Canadian Journal of Forest Research 29(11): 1709-1717.",1993,Finland,"Seed orchard No. 249, Metsäväärä, Finland",61.56666666666667,26.3,Y,Incubator,,,Filter paper,Petri,5.5 cm,1,50,37,N,22,3,Cold,Y,Y,24,N,0,13,13,13,15,48,50
TBMF,Picea abies,Picea abies,Pinaceae,"Ahola, V. and K. Leinonen (1999). ""Responses of Betula pendula, Picea abies, and Pinus sylvestris seeds to red/far-red ratios as affected by moist chilling and germination temperature."" Canadian Journal of Forest Research 29(11): 1709-1717.",1993,Finland,"Seed orchard No. 172, Palvaanjärvi, Finland",60.85,27.483333333333334,Y,Incubator,,,Filter paper,Petri,5.5 cm,1,50,37,N,22,3,Cold,Y,Y,24,N,0,20,20,20,20,48,50
TBMF,Picea abies,Picea abies,Pinaceae,"Ahola, V. and K. Leinonen (1999). ""Responses of Betula pendula, Picea abies, and Pinus sylvestris seeds to red/far-red ratios as affected by moist chilling and germination temperature."" Canadian Journal of Forest Research 29(11): 1709-1717.",1993,Finland,"Seed orchard No. 172, Palvaanjärvi, Finland",60.85,27.483333333333334,Y,Incubator,,,Filter paper,Petri,5.5 cm,1,50,37,N,0,None,None,N,Y,24,N,0,16,16,16,15,48,50
TBMF,Betula pendula,Betula pendula,Betulaceae,"Ahola, V. and K. Leinonen (1999). ""Responses of Betula pendula, Picea abies, and Pinus sylvestris seeds to red/far-red ratios as affected by moist chilling and germination temperature."" Canadian Journal of Forest Research 29(11): 1709-1717.",1993,Finland,"Seed orchard No. 379, Patama, Finland",62.75,25.633333333333333,Y,Incubator,,,Filter paper,Petri,5.5 cm,1,50,37,N,0,None,None,N,Y,24,N,0,20,20,20,20,50,50
TBMF,Betula pendula,Betula pendula,Betulaceae,"Ahola, V. and K. Leinonen (1999). ""Responses of Betula pendula, Picea abies, and Pinus sylvestris seeds to red/far-red ratios as affected by moist chilling and germination temperature."" Canadian Journal of Forest Research 29(11): 1709-1717.",1993,Finland,"Seed orchard No. 379, Patama, Finland",62.75,25.633333333333333,Y,Incubator,,,Filter paper,Petri,5.5 cm,1,50,37,N,22,3,Cold,Y,Y,24,N,0,10,10,10,10,48,50
TBMF,Pinus sylvestris,Pinus sylvestris,Pinaceae,"Ahola, V. and K. Leinonen (1999). ""Responses of Betula pendula, Picea abies, and Pinus sylvestris seeds to red/far-red ratios as affected by moist chilling and germination temperature."" Canadian Journal of Forest Research 29(11): 1709-1717.",1993,Finland,"Seed orchard No. 249, Metsäväärä, Finland",61.56666666666667,26.3,Y,Incubator,,,Filter paper,Petri,5.5 cm,1,50,37,N,22,3,Cold,Y,Y,24,N,0,16,16,16,15,48,50
TBMF,Dioscorea villosa,Dioscorea villosa,Dioscoreaceae,"Albrecht, M. A. and B. C. McCarthy (2006). ""Seed germination and dormancy in the medicinal woodland herbs Collinsonia canadensis L. (Lamiaceae) and Dioscorea villosa L. (Dioscoreaceae)."" Flora - Morphology, Distribution, Functional Ecology of Plants 201(1): 24-31.",2003,USA,"Horizon Herbs Inc., Williams, Oregon, USA",42.21666666666667,-123.26666666666667,Y,Incubator,,,Soil and sand 3:1,Petri,9 cm,4,30,280,N,0,None,None,N,Y,12,Y,15,30,15,22.5,20,0,120
TBMF,Dioscorea villosa,Dioscorea villosa,Dioscoreaceae,"Albrecht, M. A. and B. C. McCarthy (2006). ""Seed germination and dormancy in the medicinal woodland herbs Collinsonia canadensis L. (Lamiaceae) and Dioscorea villosa L. (Dioscoreaceae)."" Flora - Morphology, Distribution, Functional Ecology of Plants 201(1): 24-31.",2003,USA,"Horizon Herbs Inc., Williams, Oregon, USA",42.21666666666667,-123.26666666666667,Y,Incubator,,,Soil and sand 3:1,Petri,9 cm,4,30,280,N,0,None,None,N,Y,12,Y,9,15,6,10.5,10,106,120
TBMF,Dioscorea villosa,Dioscorea villosa,Dioscoreaceae,"Albrecht, M. A. and B. C. McCarthy (2006). ""Seed germination and dormancy in the medicinal woodland herbs Collinsonia canadensis L. (Lamiaceae) and Dioscorea villosa L. (Dioscoreaceae)."" Flora - Morphology, Distribution, Functional Ecology of Plants 201(1): 24-31.",2003,USA,"Horizon Herbs Inc., Williams, Oregon, USA",42.21666666666667,-123.26666666666667,Y,Incubator,,,Soil and sand 3:1,Petri,9 cm,4,30,280,N,0,None,None,N,Y,12,N,0,5,5,5,5,0,120
TBMF,Dioscorea villosa,Dioscorea villosa,Dioscoreaceae,"Albrecht, M. A. and B. C. McCarthy (2006). ""Seed germination and dormancy in the medicinal woodland herbs Collinsonia canadensis L. (Lamiaceae) and Dioscorea villosa L. (Dioscoreaceae)."" Flora - Morphology, Distribution, Functional Ecology of Plants 201(1): 24-31.",2003,USA,"Horizon Herbs Inc., Williams, Oregon, USA",42.21666666666667,-123.26666666666667,Y,Incubator,,,Soil and sand 3:1,Petri,9 cm,4,30,280,N,0,None,None,N,Y,12,Y,10,20,10,15,15,76,120
TBMF,Actaea racemosa,Actaea racemosa,Ranunculaceae,"Albrecht, M. A. and B. C. McCarthy (2011). ""Variation in dormancy and germination in three co-occurring perennial forest herbs."" Plant Ecology 212(9): 1465-1477.",2002,USA,"Athens and Meigs Co., Ohio, USA",39.31666666666667,-82.08333333333333,N,Incubator,,,"Soil, sand and moss 1:1:1",Petri,9 cm,4,50,560,N,0,None,None,N,Y,12,Y,9,15,6,10.5,10,158,200
TBMF,Sanguinaria canadensis,Sanguinaria canadensis,Papaveraceae,"Albrecht, M. A. and B. C. McCarthy (2011). ""Variation in dormancy and germination in three co-occurring perennial forest herbs."" Plant Ecology 212(9): 1465-1477.",2002,USA,"Athens and Meigs Co., Ohio, USA",39.31666666666667,-82.08333333333333,N,Incubator,,,"Soil, sand and moss 1:1:1",Petri,9 cm,4,20,560,N,0,None,None,N,Y,12,Y,10,20,10,15,15,40,80
TBMF,Sanguinaria canadensis,Sanguinaria canadensis,Papaveraceae,"Albrecht, M. A. and B. C. McCarthy (2011). ""Variation in dormancy and germination in three co-occurring perennial forest herbs."" Plant Ecology 212(9): 1465-1477.",2002,USA,"Athens and Meigs Co., Ohio, USA",39.31666666666667,-82.08333333333333,N,Incubator,,,"Soil, sand and moss 1:1:1",Petri,9 cm,4,20,560,N,0,None,None,N,Y,12,N,0,5,5,5,5,0,80
TBMF,Actaea racemosa,Actaea racemosa,Ranunculaceae,"Albrecht, M. A. and B. C. McCarthy (2011). ""Variation in dormancy and germination in three co-occurring perennial forest herbs."" Plant Ecology 212(9): 1465-1477.",2002,USA,"Athens and Meigs Co., Ohio, USA",39.31666666666667,-82.08333333333333,N,Incubator,,,"Soil, sand and moss 1:1:1",Petri,9 cm,4,50,560,N,0,None,None,N,Y,12,Y,15,30,15,22.5,20,0,200
TBMF,Sanguinaria canadensis,Sanguinaria canadensis,Papaveraceae,"Albrecht, M. A. and B. C. McCarthy (2011). ""Variation in dormancy and germination in three co-occurring perennial forest herbs."" Plant Ecology 212(9): 1465-1477.",2002,USA,"Athens and Meigs Co., Ohio, USA",39.31666666666667,-82.08333333333333,N,Incubator,,,"Soil, sand and moss 1:1:1",Petri,9 cm,4,20,560,N,0,None,None,N,Y,12,Y,9,15,6,10.5,10,0,80
TBMF,Actaea racemosa,Actaea racemosa,Ranunculaceae,"Albrecht, M. A. and B. C. McCarthy (2011). ""Variation in dormancy and germination in three co-occurring perennial forest herbs."" Plant Ecology 212(9): 1465-1477.",2002,USA,"Athens and Meigs Co., Ohio, USA",39.31666666666667,-82.08333333333333,N,Incubator,,,"Soil, sand and moss 1:1:1",Petri,9 cm,4,50,560,N,0,None,None,N,Y,12,Y,10,20,10,15,15,132,200
TBMF,Actaea racemosa,Actaea racemosa,Ranunculaceae,"Albrecht, M. A. and B. C. McCarthy (2011). ""Variation in dormancy and germination in three co-occurring perennial forest herbs."" Plant Ecology 212(9): 1465-1477.",2002,USA,"Athens and Meigs Co., Ohio, USA",39.31666666666667,-82.08333333333333,N,Incubator,,,"Soil, sand and moss 1:1:1",Petri,9 cm,4,50,560,N,0,None,None,N,Y,12,N,0,5,5,5,5,10,200
TBMF,Sanguinaria canadensis,Sanguinaria canadensis,Papaveraceae,"Albrecht, M. A. and B. C. McCarthy (2011). ""Variation in dormancy and germination in three co-occurring perennial forest herbs."" Plant Ecology 212(9): 1465-1477.",2002,USA,"Athens and Meigs Co., Ohio, USA",39.31666666666667,-82.08333333333333,N,Incubator,,,"Soil, sand and moss 1:1:1",Petri,9 cm,4,20,560,N,0,None,None,N,Y,12,Y,15,30,15,22.5,20,0,80
TBMF,Pinus nigra subsp. salzmannii,Pinus nigra,Pinaceae,"Alejano, R., et al. (2019). ""The age of black pine (Pinus nigra Arn. ssp. salzmannii (Dunal) Franco) mother trees has no effect on seed germination and on offspring seedling performance."" Annals of Forest Science 76(1).",2013,Spain,"Poyo de Santo Domingo Forest, Jaén, Spain",37.81666666666667,-2.95,Y,Room,30 mL L?1 solution of H2O2 for 10 min followed by mixing seeds with wetted perlite and spraying with a fungicide (1.2 g L?1 Captan),,Filter paper,Petri,8 cm,116,50,28,N,30,3,Cold,Y,Y,14,Y,7,25,18,22.083333333333336,20,4425,5800
TBMF,Cornus amomum,Cornus amomum,Cornaceae,"Allen, R. F., R. E. (1977). ""Germination of Silky Dogwood."" The Journal of Wildlife Management 41(4): 767-770.",1974,USA,"Norris, Tennessee, USA",36.016666666666666,-84.01666666666667,Y,Incubator,,,Filter paper,Petri,,20,10,NA,N,112,4,Cold,Y,Y,12,Y,5,29,24,26.5,25,134,200
TBMF,Cornus amomum,Cornus amomum,Cornaceae,"Allen, R. F., R. E. (1977). ""Germination of Silky Dogwood."" The Journal of Wildlife Management 41(4): 767-770.",1974,USA,"Norris, Tennessee, USA",36.016666666666666,-84.01666666666667,Y,Incubator,,,Filter paper,Petri,,20,10,NA,N,0,None,None,N,N,0,Y,9,16,7,11.5,10,0,200
TBMF,Cornus amomum,Cornus amomum,Cornaceae,"Allen, R. F., R. E. (1977). ""Germination of Silky Dogwood."" The Journal of Wildlife Management 41(4): 767-770.",1974,USA,"Norris, Tennessee, USA",36.016666666666666,-84.01666666666667,Y,Incubator,,,Filter paper,Petri,,20,10,NA,N,112,4,Cold,Y,N,0,Y,5,29,24,26.5,25,148,200
TBMF,Cornus amomum,Cornus amomum,Cornaceae,"Allen, R. F., R. E. (1977). ""Germination of Silky Dogwood."" The Journal of Wildlife Management 41(4): 767-770.",1973,USA,"Norris, Tennessee, USA",36.016666666666666,-84.01666666666667,Y,Incubator,,,Filter paper,Petri,,30,10,NA,N,0,None,None,N,N,0,Y,20,30,10,20,20,270,300
TBMF,Cornus amomum,Cornus amomum,Cornaceae,"Allen, R. F., R. E. (1977). ""Germination of Silky Dogwood."" The Journal of Wildlife Management 41(4): 767-770.",1973,USA,"Norris, Tennessee, USA",36.016666666666666,-84.01666666666667,Y,Incubator,,,Filter paper,Petri,,30,10,NA,N,0,None,None,N,N,0,Y,20,30,10,20,20,117,300
TBMF,Cornus amomum,Cornus amomum,Cornaceae,"Allen, R. F., R. E. (1977). ""Germination of Silky Dogwood."" The Journal of Wildlife Management 41(4): 767-770.",1974,USA,"Norris, Tennessee, USA",36.016666666666666,-84.01666666666667,Y,Incubator,,,Filter paper,Petri,,20,10,NA,N,0,None,None,N,Y,12,Y,9,16,7,11.5,10,0,200
TBMF,Cornus amomum,Cornus amomum,Cornaceae,"Allen, R. F., R. E. (1977). ""Germination of Silky Dogwood."" The Journal of Wildlife Management 41(4): 767-770.",1973,USA,"Norris, Tennessee, USA",36.016666666666666,-84.01666666666667,Y,Incubator,,,Filter paper,Petri,,30,10,NA,N,84,4,Cold,Y,Y,12,N,0,21,21,21,20,168,300
TBMF,Cornus amomum,Cornus amomum,Cornaceae,"Allen, R. F., R. E. (1977). ""Germination of Silky Dogwood."" The Journal of Wildlife Management 41(4): 767-770.",1974,USA,"Norris, Tennessee, USA",36.016666666666666,-84.01666666666667,Y,Incubator,,,Filter paper,Petri,,20,10,NA,N,112,4,Cold,Y,N,0,Y,8,24,16,20,20,130,200
TBMF,Cornus amomum,Cornus amomum,Cornaceae,"Allen, R. F., R. E. (1977). ""Germination of Silky Dogwood."" The Journal of Wildlife Management 41(4): 767-770.",1973,USA,"Norris, Tennessee, USA",36.016666666666666,-84.01666666666667,Y,Incubator,,,Filter paper,Petri,,30,10,NA,N,0,None,None,N,Y,12,N,0,21,21,21,20,249,300
TBMF,Cornus amomum,Cornus amomum,Cornaceae,"Allen, R. F., R. E. (1977). ""Germination of Silky Dogwood."" The Journal of Wildlife Management 41(4): 767-770.",1973,USA,"Norris, Tennessee, USA",36.016666666666666,-84.01666666666667,Y,Incubator,,,Filter paper,Petri,,30,10,NA,N,0,None,None,N,N,0,Y,20,30,10,20,20,48,300
TBMF,Cornus amomum,Cornus amomum,Cornaceae,"Allen, R. F., R. E. (1977). ""Germination of Silky Dogwood."" The Journal of Wildlife Management 41(4): 767-770.",1974,USA,"Norris, Tennessee, USA",36.016666666666666,-84.01666666666667,Y,Incubator,,,Filter paper,Petri,,20,10,NA,N,0,None,None,N,N,0,Y,8,24,16,20,20,0,200
TBMF,Cornus amomum,Cornus amomum,Cornaceae,"Allen, R. F., R. E. (1977). ""Germination of Silky Dogwood."" The Journal of Wildlife Management 41(4): 767-770.",1974,USA,"Norris, Tennessee, USA",36.016666666666666,-84.01666666666667,Y,Incubator,,,Filter paper,Petri,,20,10,NA,N,112,4,Cold,Y,Y,12,Y,8,24,16,20,20,120,200
TBMF,Cornus amomum,Cornus amomum,Cornaceae,"Allen, R. F., R. E. (1977). ""Germination of Silky Dogwood."" The Journal of Wildlife Management 41(4): 767-770.",1974,USA,"Norris, Tennessee, USA",36.016666666666666,-84.01666666666667,Y,Incubator,,,Filter paper,Petri,,20,10,NA,N,0,None,None,N,N,0,Y,5,29,24,26.5,25,10,200
TBMF,Cornus amomum,Cornus amomum,Cornaceae,"Allen, R. F., R. E. (1977). ""Germination of Silky Dogwood."" The Journal of Wildlife Management 41(4): 767-770.",1973,USA,"Norris, Tennessee, USA",36.016666666666666,-84.01666666666667,Y,Incubator,,,Filter paper,Petri,,30,10,NA,N,0,None,None,N,Y,12,N,0,21,21,21,20,45,300
TBMF,Cornus amomum,Cornus amomum,Cornaceae,"Allen, R. F., R. E. (1977). ""Germination of Silky Dogwood."" The Journal of Wildlife Management 41(4): 767-770.",1973,USA,"Norris, Tennessee, USA",36.016666666666666,-84.01666666666667,Y,Incubator,,,Filter paper,Petri,,30,10,NA,N,0,None,None,N,Y,12,N,0,21,21,21,20,99,300
TBMF,Cornus amomum,Cornus amomum,Cornaceae,"Allen, R. F., R. E. (1977). ""Germination of Silky Dogwood."" The Journal of Wildlife Management 41(4): 767-770.",1974,USA,"Norris, Tennessee, USA",36.016666666666666,-84.01666666666667,Y,Incubator,,,Filter paper,Petri,,20,10,NA,N,0,None,None,N,Y,12,Y,8,24,16,20,20,0,200
TBMF,Cornus amomum,Cornus amomum,Cornaceae,"Allen, R. F., R. E. (1977). ""Germination of Silky Dogwood."" The Journal of Wildlife Management 41(4): 767-770.",1974,USA,"Norris, Tennessee, USA",36.016666666666666,-84.01666666666667,Y,Incubator,,,Filter paper,Petri,,20,10,NA,N,112,4,Cold,Y,N,0,Y,9,16,7,11.5,10,144,200
TBMF,Cornus amomum,Cornus amomum,Cornaceae,"Allen, R. F., R. E. (1977). ""Germination of Silky Dogwood."" The Journal of Wildlife Management 41(4): 767-770.",1974,USA,"Norris, Tennessee, USA",36.016666666666666,-84.01666666666667,Y,Incubator,,,Filter paper,Petri,,20,10,NA,N,112,4,Cold,Y,Y,12,Y,9,16,7,11.5,10,142,200
TBMF,Cornus amomum,Cornus amomum,Cornaceae,"Allen, R. F., R. E. (1977). ""Germination of Silky Dogwood."" The Journal of Wildlife Management 41(4): 767-770.",1974,USA,"Norris, Tennessee, USA",36.016666666666666,-84.01666666666667,Y,Incubator,,,Filter paper,Petri,,20,10,NA,N,0,None,None,N,Y,12,Y,5,29,24,26.5,25,24,200
TBMF,Cornus amomum,Cornus amomum,Cornaceae,"Allen, R. F., R. E. (1977). ""Germination of Silky Dogwood."" The Journal of Wildlife Management 41(4): 767-770.",1973,USA,"Norris, Tennessee, USA",36.016666666666666,-84.01666666666667,Y,Incubator,,,Filter paper,Petri,,30,10,NA,N,0,None,None,N,N,0,Y,20,30,10,20,20,180,300
TBMF,Rosa canina,Rosa canina,Rosaceae,"Alp, S., et al. (2009). ""The effects of different warm stratification periods on the seed germination of some Rosa taxa."" African Journal of Biotechnology 8(21): 5838-5841.",2007,Turkey,"Van, Turkey",38.5,43.36666666666667,Y,Incubator,,,,,,5,100,NA,N,84,25+5,W+C,Y,NA,NA,N,0,22,22,22,20,117,500
TBMF,Pinus sylvestris,Pinus sylvestris,Pinaceae,"Alvarez, R., et al. (2007). ""Effect of high temperatures on seed germination and seedling survival in three pine species (Pinus pinaster, P. sylvestris and P. nigra)."" International Journal of Wildland Fire 16(1): 63-70.",2006,Spain,"Sierra del Teleno, Spain",42.333333333333336,-6.383333333333334,Y,Incubator,,,Filter paper,Petri,8.5 cm,4,25,70,N,0,None,None,N,Y,15,N,0,20,20,20,20,99,100
